<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.05.25	01:15:00	1.07352	1.07356	1.07327	1.07346	208	0	0
2022.05.25	01:30:00	1.07346	1.07355	1.07322	1.07339	286	0	0
2022.05.25	01:45:00	1.07344	1.07391	1.07328	1.07381	282	0	0
2022.05.25	02:00:00	1.07387	1.07387	1.07335	1.07342	358	0	0
2022.05.25	02:15:00	1.07343	1.07358	1.07324	1.07324	245	0	0
2022.05.25	02:30:00	1.07325	1.07342	1.07321	1.07324	218	0	0
2022.05.25	02:45:00	1.07325	1.07346	1.07322	1.07327	303	0	0
2022.05.25	03:00:00	1.07327	1.07368	1.07276	1.07281	675	0	0
2022.05.25	03:15:00	1.07282	1.07295	1.07237	1.07253	414	0	0
2022.05.25	03:30:00	1.07251	1.07260	1.07208	1.07243	522	0	0
2022.05.25	03:45:00	1.07242	1.07258	1.07181	1.07229	528	0	0
2022.05.25	04:00:00	1.07229	1.07234	1.07161	1.07164	809	0	0
2022.05.25	04:15:00	1.07165	1.07191	1.07121	1.07133	764	0	0
2022.05.25	04:30:00	1.07130	1.07182	1.07130	1.07166	540	0	0
2022.05.25	04:45:00	1.07166	1.07180	1.07108	1.07122	594	0	0
2022.05.25	05:00:00	1.07120	1.07204	1.07120	1.07145	1063	0	0
2022.05.25	05:15:00	1.07145	1.07145	1.07102	1.07112	667	0	0
2022.05.25	05:30:00	1.07108	1.07112	1.07039	1.07047	572	0	0
2022.05.25	05:45:00	1.07046	1.07072	1.07032	1.07065	534	0	0
2022.05.25	06:00:00	1.07066	1.07094	1.07046	1.07084	639	0	0
2022.05.25	06:15:00	1.07083	1.07109	1.07069	1.07099	346	0	0
2022.05.25	06:30:00	1.07099	1.07144	1.07097	1.07142	514	0	0
2022.05.25	06:45:00	1.07142	1.07152	1.07131	1.07138	401	0	0
2022.05.25	07:00:00	1.07138	1.07142	1.07071	1.07073	402	0	0
2022.05.25	07:15:00	1.07073	1.07120	1.07072	1.07098	466	0	0
2022.05.25	07:30:00	1.07099	1.07108	1.07077	1.07090	359	0	0
2022.05.25	07:45:00	1.07091	1.07102	1.07052	1.07055	433	0	0
2022.05.25	08:00:00	1.07053	1.07073	1.07052	1.07061	415	0	0
2022.05.25	08:15:00	1.07061	1.07086	1.07051	1.07069	311	0	0
2022.05.25	08:30:00	1.07065	1.07092	1.07026	1.07034	469	0	0
2022.05.25	08:45:00	1.07034	1.07086	1.07029	1.07081	487	0	0
2022.05.25	09:00:00	1.07079	1.07080	1.06979	1.07006	758	0	0
2022.05.25	09:15:00	1.07006	1.07012	1.06914	1.06950	763	0	0
2022.05.25	09:30:00	1.06956	1.07022	1.06931	1.06953	843	0	0
2022.05.25	09:45:00	1.06954	1.07062	1.06946	1.06977	1112	0	0
2022.05.25	10:00:00	1.06982	1.06998	1.06816	1.06878	1511	0	0
2022.05.25	10:15:00	1.06880	1.06932	1.06833	1.06902	1267	0	0
2022.05.25	10:30:00	1.06901	1.06937	1.06839	1.06928	1301	0	0
2022.05.25	10:45:00	1.06928	1.06949	1.06826	1.06842	1222	0	0
2022.05.25	11:00:00	1.06842	1.06863	1.06666	1.06681	1507	0	0
2022.05.25	11:15:00	1.06681	1.06756	1.06668	1.06734	1331	0	0
2022.05.25	11:30:00	1.06729	1.06784	1.06721	1.06756	1017	0	0
2022.05.25	11:45:00	1.06756	1.06788	1.06681	1.06700	820	0	0
2022.05.25	12:00:00	1.06699	1.06708	1.06622	1.06653	974	0	0
2022.05.25	12:15:00	1.06652	1.06752	1.06631	1.06692	810	0	0
2022.05.25	12:30:00	1.06691	1.06760	1.06662	1.06704	900	0	0
2022.05.25	12:45:00	1.06704	1.06793	1.06694	1.06758	769	0	0
2022.05.25	13:00:00	1.06756	1.06777	1.06664	1.06743	856	0	0
2022.05.25	13:15:00	1.06743	1.06743	1.06688	1.06704	696	0	0
2022.05.25	13:30:00	1.06703	1.06710	1.06630	1.06645	723	0	0
2022.05.25	13:45:00	1.06644	1.06671	1.06557	1.06655	848	0	0
2022.05.25	14:00:00	1.06652	1.06689	1.06607	1.06668	852	0	0
2022.05.25	14:15:00	1.06668	1.06684	1.06588	1.06609	1074	0	0
2022.05.25	14:30:00	1.06609	1.06738	1.06544	1.06602	1540	0	0
2022.05.25	14:45:00	1.06601	1.06650	1.06542	1.06598	1317	0	0
2022.05.25	15:00:00	1.06600	1.06649	1.06524	1.06558	1173	0	0
2022.05.25	15:15:00	1.06556	1.06556	1.06424	1.06425	1199	0	0
2022.05.25	15:30:00	1.06423	1.06633	1.06423	1.06633	1396	0	0
2022.05.25	15:45:00	1.06633	1.06652	1.06469	1.06510	1153	0	0
2022.05.25	16:00:00	1.06510	1.06579	1.06479	1.06516	1015	0	0
2022.05.25	16:15:00	1.06516	1.06651	1.06516	1.06648	881	0	0
2022.05.25	16:30:00	1.06646	1.06724	1.06614	1.06678	1503	0	0
2022.05.25	16:45:00	1.06679	1.06700	1.06612	1.06674	1231	0	0
2022.05.25	17:00:00	1.06674	1.06704	1.06590	1.06665	1219	0	0
2022.05.25	17:15:00	1.06664	1.06846	1.06635	1.06836	1339	0	0
2022.05.25	17:30:00	1.06839	1.06871	1.06744	1.06804	1361	0	0
2022.05.25	17:45:00	1.06805	1.06845	1.06748	1.06782	1516	0	0
2022.05.25	18:00:00	1.06782	1.06825	1.06728	1.06770	1095	0	0
2022.05.25	18:15:00	1.06770	1.06810	1.06746	1.06772	980	0	0
2022.05.25	18:30:00	1.06770	1.06776	1.06647	1.06657	1084	0	0
2022.05.25	18:45:00	1.06658	1.06658	1.06567	1.06569	942	0	0
2022.05.25	19:00:00	1.06571	1.06627	1.06552	1.06598	690	0	0
2022.05.25	19:15:00	1.06597	1.06616	1.06568	1.06615	673	0	0
2022.05.25	19:30:00	1.06615	1.06641	1.06571	1.06594	572	0	0
2022.05.25	19:45:00	1.06594	1.06623	1.06537	1.06546	650	0	0
2022.05.25	20:00:00	1.06547	1.06558	1.06520	1.06548	827	0	0
2022.05.25	20:15:00	1.06547	1.06655	1.06542	1.06638	616	0	0
2022.05.25	20:30:00	1.06637	1.06706	1.06630	1.06691	556	0	0
2022.05.25	20:45:00	1.06692	1.06752	1.06657	1.06715	599	0	0
2022.05.25	21:00:00	1.06721	1.06899	1.06617	1.06790	2824	0	0
2022.05.25	21:15:00	1.06790	1.06798	1.06694	1.06758	1776	0	0
2022.05.25	21:30:00	1.06759	1.06810	1.06741	1.06758	1430	0	0
2022.05.25	21:45:00	1.06759	1.06896	1.06742	1.06883	1329	0	0
2022.05.25	22:00:00	1.06884	1.06946	1.06867	1.06904	917	0	0
2022.05.25	22:15:00	1.06903	1.06915	1.06851	1.06869	679	0	0
2022.05.25	22:30:00	1.06871	1.06902	1.06809	1.06815	688	0	0
2022.05.25	22:45:00	1.06814	1.06849	1.06763	1.06772	610	0	0
2022.05.25	23:00:00	1.06771	1.06778	1.06739	1.06746	363	0	0
2022.05.25	23:15:00	1.06745	1.06769	1.06736	1.06758	355	0	0
2022.05.25	23:30:00	1.06758	1.06805	1.06758	1.06797	555	0	0
2022.05.25	23:45:00	1.06798	1.06810	1.06781	1.06786	655	0	0
2022.05.26	00:00:00	1.06808	1.06843	1.06781	1.06806	116	0	0
2022.05.26	00:15:00	1.06806	1.06856	1.06797	1.06828	67	0	0
2022.05.26	00:30:00	1.06828	1.06828	1.06806	1.06814	109	0	3
2022.05.26	00:45:00	1.06814	1.06824	1.06806	1.06808	84	0	3
2022.05.26	01:00:00	1.06800	1.06900	1.06797	1.06897	674	0	0
2022.05.26	01:15:00	1.06894	1.06943	1.06878	1.06902	565	0	0
2022.05.26	01:30:00	1.06905	1.06957	1.06882	1.06892	340	0	0
2022.05.26	01:45:00	1.06892	1.06903	1.06873	1.06901	238	0	0
2022.05.26	02:00:00	1.06902	1.06947	1.06901	1.06930	294	0	0
2022.05.26	02:15:00	1.06930	1.06930	1.06895	1.06918	234	0	0
2022.05.26	02:30:00	1.06917	1.06921	1.06895	1.06911	235	0	0
2022.05.26	02:45:00	1.06910	1.06911	1.06851	1.06870	381	0	0
2022.05.26	03:00:00	1.06867	1.06927	1.06852	1.06923	700	0	0
2022.05.26	03:15:00	1.06923	1.06947	1.06907	1.06936	488	0	0
2022.05.26	03:30:00	1.06936	1.07031	1.06931	1.07027	648	0	0
2022.05.26	03:45:00	1.07024	1.07064	1.06982	1.07042	916	0	0
2022.05.26	04:00:00	1.07042	1.07057	1.07013	1.07034	554	0	0
2022.05.26	04:15:00	1.07034	1.07045	1.06995	1.07015	416	0	0
2022.05.26	04:30:00	1.07017	1.07018	1.06914	1.06926	747	0	0
2022.05.26	04:45:00	1.06925	1.06962	1.06873	1.06882	709	0	0
2022.05.26	05:00:00	1.06882	1.06988	1.06881	1.06940	793	0	0
2022.05.26	05:15:00	1.06941	1.06993	1.06935	1.06957	651	0	0
2022.05.26	05:30:00	1.06957	1.07022	1.06953	1.06972	614	0	0
2022.05.26	05:45:00	1.06972	1.07020	1.06969	1.06974	507	0	0
2022.05.26	06:00:00	1.06972	1.06979	1.06903	1.06916	596	0	0
2022.05.26	06:15:00	1.06916	1.06941	1.06881	1.06938	632	0	0
2022.05.26	06:30:00	1.06938	1.07014	1.06920	1.06995	545	0	0
2022.05.26	06:45:00	1.06996	1.07025	1.06981	1.07016	400	0	0
2022.05.26	07:00:00	1.07015	1.07026	1.06984	1.06984	523	0	0
2022.05.26	07:15:00	1.06984	1.06985	1.06906	1.06934	435	0	0
2022.05.26	07:30:00	1.06934	1.06943	1.06897	1.06906	425	0	0
2022.05.26	07:45:00	1.06905	1.06918	1.06804	1.06823	550	0	0
2022.05.26	08:00:00	1.06824	1.06837	1.06802	1.06821	497	0	0
2022.05.26	08:15:00	1.06821	1.06828	1.06781	1.06820	479	0	0
2022.05.26	08:30:00	1.06819	1.06828	1.06750	1.06776	553	0	0
2022.05.26	08:45:00	1.06776	1.06776	1.06670	1.06676	785	0	0
2022.05.26	09:00:00	1.06675	1.06774	1.06675	1.06762	879	0	0
2022.05.26	09:15:00	1.06761	1.06795	1.06633	1.06645	797	0	0
2022.05.26	09:30:00	1.06650	1.06678	1.06625	1.06644	739	0	0
2022.05.26	09:45:00	1.06645	1.06792	1.06644	1.06754	783	0	0
2022.05.26	10:00:00	1.06756	1.06859	1.06756	1.06764	1448	0	0
2022.05.26	10:15:00	1.06762	1.06925	1.06754	1.06856	1203	0	0
2022.05.26	10:30:00	1.06856	1.06959	1.06826	1.06936	1070	0	0
2022.05.26	10:45:00	1.06934	1.06935	1.06840	1.06891	1050	0	0
2022.05.26	11:00:00	1.06888	1.06906	1.06813	1.06820	852	0	0
2022.05.26	11:15:00	1.06821	1.06837	1.06775	1.06817	799	0	0
2022.05.26	11:30:00	1.06817	1.06830	1.06777	1.06819	915	0	0
2022.05.26	11:45:00	1.06820	1.06865	1.06819	1.06825	654	0	0
2022.05.26	12:00:00	1.06823	1.06860	1.06796	1.06816	537	0	0
2022.05.26	12:15:00	1.06816	1.06852	1.06792	1.06850	563	0	0
2022.05.26	12:30:00	1.06850	1.06977	1.06847	1.06954	844	0	0
2022.05.26	12:45:00	1.06954	1.07162	1.06929	1.07134	1064	0	0
2022.05.26	13:00:00	1.07133	1.07188	1.07108	1.07170	1260	0	0
2022.05.26	13:15:00	1.07170	1.07175	1.07086	1.07134	757	0	0
2022.05.26	13:30:00	1.07135	1.07199	1.07076	1.07198	948	0	0
2022.05.26	13:45:00	1.07197	1.07231	1.07164	1.07195	901	0	0
2022.05.26	14:00:00	1.07193	1.07195	1.07122	1.07141	1049	0	0
2022.05.26	14:15:00	1.07140	1.07160	1.07082	1.07083	979	0	0
2022.05.26	14:30:00	1.07082	1.07115	1.07055	1.07064	1031	0	0
2022.05.26	14:45:00	1.07064	1.07118	1.07026	1.07056	995	0	0
2022.05.26	15:00:00	1.07054	1.07086	1.06958	1.06965	1015	0	0
2022.05.26	15:15:00	1.06964	1.06986	1.06891	1.06983	862	0	0
2022.05.26	15:30:00	1.06983	1.07041	1.06937	1.07007	1395	0	0
2022.05.26	15:45:00	1.07010	1.07032	1.06940	1.06985	1147	0	0
2022.05.26	16:00:00	1.06985	1.07059	1.06951	1.06954	890	0	0
2022.05.26	16:15:00	1.06953	1.06992	1.06922	1.06989	842	0	0
2022.05.26	16:30:00	1.06987	1.07200	1.06982	1.07176	1368	0	0
2022.05.26	16:45:00	1.07176	1.07190	1.07122	1.07165	1221	0	0
2022.05.26	17:00:00	1.07165	1.07189	1.07102	1.07144	1045	0	0
2022.05.26	17:15:00	1.07143	1.07223	1.07135	1.07166	940	0	0
2022.05.26	17:30:00	1.07165	1.07167	1.07049	1.07100	1289	0	0
2022.05.26	17:45:00	1.07095	1.07180	1.07066	1.07174	1401	0	0
2022.05.26	18:00:00	1.07173	1.07238	1.07124	1.07228	1047	0	0
2022.05.26	18:15:00	1.07228	1.07293	1.07187	1.07292	1057	0	0
2022.05.26	18:30:00	1.07288	1.07293	1.07208	1.07226	929	0	0
2022.05.26	18:45:00	1.07226	1.07260	1.07198	1.07256	622	0	0
2022.05.26	19:00:00	1.07255	1.07295	1.07241	1.07282	640	0	0
2022.05.26	19:15:00	1.07282	1.07282	1.07146	1.07181	664	0	0
2022.05.26	19:30:00	1.07181	1.07198	1.07091	1.07131	630	0	0
2022.05.26	19:45:00	1.07132	1.07140	1.07053	1.07058	676	0	0
2022.05.26	20:00:00	1.07060	1.07138	1.07045	1.07068	930	0	0
2022.05.26	20:15:00	1.07068	1.07099	1.07020	1.07096	577	0	0
2022.05.26	20:30:00	1.07096	1.07158	1.07086	1.07158	495	0	0
2022.05.26	20:45:00	1.07159	1.07162	1.07129	1.07144	408	0	0
2022.05.26	21:00:00	1.07142	1.07179	1.07132	1.07172	528	0	0
2022.05.26	21:15:00	1.07171	1.07219	1.07165	1.07201	447	0	0
2022.05.26	21:30:00	1.07203	1.07214	1.07177	1.07208	387	0	0
2022.05.26	21:45:00	1.07208	1.07221	1.07195	1.07200	495	0	0
2022.05.26	22:00:00	1.07199	1.07258	1.07175	1.07239	678	0	0
2022.05.26	22:15:00	1.07239	1.07239	1.07184	1.07200	610	0	0
2022.05.26	22:30:00	1.07199	1.07252	1.07195	1.07246	428	0	0
2022.05.26	22:45:00	1.07246	1.07247	1.07218	1.07239	449	0	0
2022.05.26	23:00:00	1.07239	1.07287	1.07234	1.07286	286	0	0
2022.05.26	23:15:00	1.07285	1.07306	1.07282	1.07298	279	0	0
2022.05.26	23:30:00	1.07298	1.07316	1.07292	1.07295	216	0	0
2022.05.26	23:45:00	1.07294	1.07311	1.07274	1.07292	208	0	0
2022.05.27	00:00:00	1.07224	1.07276	1.07224	1.07266	238	0	3
2022.05.27	00:15:00	1.07270	1.07295	1.07264	1.07292	182	0	3
2022.05.27	00:30:00	1.07292	1.07315	1.07292	1.07314	939	0	2
2022.05.27	00:45:00	1.07314	1.07315	1.07302	1.07315	31	0	3
2022.05.27	01:00:00	1.07314	1.07317	1.07299	1.07302	194	0	0
2022.05.27	01:15:00	1.07300	1.07306	1.07274	1.07300	206	0	0
2022.05.27	01:30:00	1.07300	1.07318	1.07286	1.07290	122	0	0
2022.05.27	01:45:00	1.07291	1.07296	1.07280	1.07295	121	0	0
2022.05.27	02:00:00	1.07299	1.07345	1.07292	1.07342	171	0	0
2022.05.27	02:15:00	1.07342	1.07345	1.07304	1.07306	203	0	0
2022.05.27	02:30:00	1.07307	1.07337	1.07303	1.07329	210	0	0
2022.05.27	02:45:00	1.07329	1.07342	1.07318	1.07325	226	0	0
2022.05.27	03:00:00	1.07328	1.07370	1.07312	1.07370	618	0	0
2022.05.27	03:15:00	1.07369	1.07397	1.07344	1.07360	506	0	0
2022.05.27	03:30:00	1.07360	1.07380	1.07327	1.07328	484	0	0
2022.05.27	03:45:00	1.07327	1.07402	1.07306	1.07401	623	0	0
2022.05.27	04:00:00	1.07402	1.07404	1.07342	1.07371	710	0	0
2022.05.27	04:15:00	1.07371	1.07402	1.07366	1.07384	600	0	0
2022.05.27	04:30:00	1.07384	1.07492	1.07371	1.07452	970	0	0
2022.05.27	04:45:00	1.07452	1.07650	1.07452	1.07624	1302	0	0
2022.05.27	05:00:00	1.07626	1.07626	1.07515	1.07523	768	0	0
2022.05.27	05:15:00	1.07523	1.07564	1.07512	1.07517	632	0	0
2022.05.27	05:30:00	1.07520	1.07580	1.07520	1.07554	501	0	0
2022.05.27	05:45:00	1.07554	1.07578	1.07545	1.07556	428	0	0
2022.05.27	06:00:00	1.07558	1.07617	1.07554	1.07602	459	0	0
2022.05.27	06:15:00	1.07602	1.07625	1.07591	1.07596	517	0	0
2022.05.27	06:30:00	1.07595	1.07597	1.07568	1.07575	423	0	0
2022.05.27	06:45:00	1.07575	1.07580	1.07539	1.07557	491	0	0
2022.05.27	07:00:00	1.07556	1.07582	1.07543	1.07564	358	0	0
2022.05.27	07:15:00	1.07564	1.07581	1.07550	1.07575	269	0	0
2022.05.27	07:30:00	1.07575	1.07584	1.07555	1.07555	197	0	0
2022.05.27	07:45:00	1.07555	1.07560	1.07536	1.07548	312	0	0
2022.05.27	08:00:00	1.07546	1.07566	1.07527	1.07558	374	0	0
2022.05.27	08:15:00	1.07558	1.07558	1.07527	1.07547	259	0	0
2022.05.27	08:30:00	1.07548	1.07570	1.07534	1.07559	317	0	0
2022.05.27	08:45:00	1.07559	1.07559	1.07438	1.07503	614	0	0
2022.05.27	09:00:00	1.07504	1.07550	1.07453	1.07535	826	0	0
2022.05.27	09:15:00	1.07535	1.07554	1.07467	1.07496	653	0	0
2022.05.27	09:30:00	1.07497	1.07497	1.07427	1.07430	630	0	0
2022.05.27	09:45:00	1.07428	1.07442	1.07382	1.07397	810	0	0
2022.05.27	10:00:00	1.07397	1.07551	1.07377	1.07494	1128	0	0
2022.05.27	10:15:00	1.07495	1.07514	1.07424	1.07442	1063	0	0
2022.05.27	10:30:00	1.07442	1.07507	1.07419	1.07456	819	0	0
2022.05.27	10:45:00	1.07457	1.07459	1.07335	1.07358	1034	0	0
2022.05.27	11:00:00	1.07359	1.07390	1.07261	1.07362	1170	0	0
2022.05.27	11:15:00	1.07362	1.07435	1.07350	1.07350	1037	0	0
2022.05.27	11:30:00	1.07350	1.07383	1.07326	1.07345	844	0	0
2022.05.27	11:45:00	1.07346	1.07358	1.07257	1.07304	973	0	0
2022.05.27	12:00:00	1.07304	1.07312	1.07258	1.07289	878	0	0
2022.05.27	12:15:00	1.07290	1.07314	1.07230	1.07232	697	0	0
2022.05.27	12:30:00	1.07231	1.07240	1.07174	1.07207	886	0	0
2022.05.27	12:45:00	1.07207	1.07254	1.07155	1.07158	929	0	0
2022.05.27	13:00:00	1.07158	1.07170	1.07072	1.07111	953	0	0
2022.05.27	13:15:00	1.07111	1.07172	1.07101	1.07162	816	0	0
2022.05.27	13:30:00	1.07161	1.07174	1.07107	1.07108	618	0	0
2022.05.27	13:45:00	1.07110	1.07110	1.06970	1.06986	851	0	0
2022.05.27	14:00:00	1.06986	1.07091	1.06979	1.07072	936	0	0
2022.05.27	14:15:00	1.07068	1.07146	1.07050	1.07076	972	0	0
2022.05.27	14:30:00	1.07075	1.07159	1.07074	1.07132	821	0	0
2022.05.27	14:45:00	1.07132	1.07187	1.07043	1.07073	1079	0	0
2022.05.27	15:00:00	1.07077	1.07242	1.07074	1.07220	908	0	0
2022.05.27	15:15:00	1.07219	1.07267	1.07173	1.07254	992	0	0
2022.05.27	15:30:00	1.07254	1.07282	1.07095	1.07150	1721	0	0
2022.05.27	15:45:00	1.07150	1.07186	1.07135	1.07154	1109	0	0
2022.05.27	16:00:00	1.07156	1.07226	1.07095	1.07161	1191	0	0
2022.05.27	16:15:00	1.07162	1.07217	1.07125	1.07216	861	0	0
2022.05.27	16:30:00	1.07216	1.07276	1.07180	1.07258	1265	0	0
2022.05.27	16:45:00	1.07258	1.07494	1.07250	1.07446	1421	0	0
2022.05.27	17:00:00	1.07446	1.07505	1.07374	1.07445	1491	0	0
2022.05.27	17:15:00	1.07444	1.07453	1.07294	1.07306	1061	0	0
2022.05.27	17:30:00	1.07310	1.07396	1.07304	1.07363	982	0	0
2022.05.27	17:45:00	1.07362	1.07404	1.07102	1.07113	1787	0	0
2022.05.27	18:00:00	1.07112	1.07118	1.07016	1.07062	1613	0	0
2022.05.27	18:15:00	1.07061	1.07144	1.07055	1.07114	1047	0	0
2022.05.27	18:30:00	1.07120	1.07125	1.07012	1.07046	887	0	0
2022.05.27	18:45:00	1.07047	1.07117	1.07038	1.07075	739	0	0
2022.05.27	19:00:00	1.07075	1.07109	1.07050	1.07104	610	0	0
2022.05.27	19:15:00	1.07104	1.07107	1.07052	1.07105	659	0	0
2022.05.27	19:30:00	1.07104	1.07168	1.07103	1.07119	538	0	0
2022.05.27	19:45:00	1.07118	1.07120	1.07040	1.07103	651	0	0
2022.05.27	20:00:00	1.07102	1.07112	1.07064	1.07080	489	0	0
2022.05.27	20:15:00	1.07080	1.07103	1.07071	1.07086	431	0	0
2022.05.27	20:30:00	1.07086	1.07192	1.07085	1.07182	626	0	0
2022.05.27	20:45:00	1.07181	1.07208	1.07162	1.07176	600	0	0
2022.05.27	21:00:00	1.07177	1.07242	1.07164	1.07211	655	0	0
2022.05.27	21:15:00	1.07211	1.07236	1.07199	1.07214	506	0	0
2022.05.27	21:30:00	1.07214	1.07275	1.07212	1.07264	536	0	0
2022.05.27	21:45:00	1.07263	1.07323	1.07233	1.07322	573	0	0
2022.05.27	22:00:00	1.07321	1.07342	1.07302	1.07305	594	0	0
2022.05.27	22:15:00	1.07306	1.07311	1.07284	1.07294	364	0	0
2022.05.27	22:30:00	1.07295	1.07312	1.07291	1.07312	300	0	0
2022.05.27	22:45:00	1.07312	1.07338	1.07284	1.07337	528	0	0
2022.05.27	23:00:00	1.07336	1.07336	1.07278	1.07280	256	0	0
2022.05.27	23:15:00	1.07280	1.07307	1.07276	1.07306	149	0	0
2022.05.27	23:30:00	1.07305	1.07317	1.07301	1.07306	168	0	0
2022.05.27	23:45:00	1.07306	1.07334	1.07298	1.07312	204	0	0
2022.05.30	00:00:00	1.07332	1.07370	1.07251	1.07300	117	0	3
2022.05.30	00:15:00	1.07301	1.07316	1.07301	1.07314	43	0	3
2022.05.30	00:30:00	1.07314	1.07332	1.07314	1.07326	87	0	3
2022.05.30	00:45:00	1.07327	1.07340	1.07327	1.07330	166	0	3
2022.05.30	01:00:00	1.07328	1.07360	1.07322	1.07330	148	0	0
2022.05.30	01:15:00	1.07330	1.07358	1.07330	1.07343	90	0	0
2022.05.30	01:30:00	1.07345	1.07345	1.07306	1.07318	251	0	0
2022.05.30	01:45:00	1.07318	1.07318	1.07292	1.07304	155	0	0
2022.05.30	02:00:00	1.07304	1.07314	1.07267	1.07272	283	0	0
2022.05.30	02:15:00	1.07272	1.07275	1.07262	1.07266	262	0	0
2022.05.30	02:30:00	1.07266	1.07296	1.07262	1.07286	351	0	0
2022.05.30	02:45:00	1.07287	1.07317	1.07279	1.07294	418	0	0
2022.05.30	03:00:00	1.07295	1.07333	1.07294	1.07309	495	0	0
2022.05.30	03:15:00	1.07310	1.07348	1.07284	1.07323	471	0	0
2022.05.30	03:30:00	1.07324	1.07350	1.07298	1.07298	495	0	0
2022.05.30	03:45:00	1.07298	1.07332	1.07291	1.07299	539	0	0
2022.05.30	04:00:00	1.07299	1.07325	1.07269	1.07324	507	0	0
2022.05.30	04:15:00	1.07324	1.07349	1.07320	1.07348	358	0	0
2022.05.30	04:30:00	1.07348	1.07486	1.07334	1.07477	544	0	0
2022.05.30	04:45:00	1.07476	1.07530	1.07465	1.07486	692	0	0
2022.05.30	05:00:00	1.07485	1.07527	1.07467	1.07526	528	0	0
2022.05.30	05:15:00	1.07526	1.07560	1.07521	1.07556	524	0	0
2022.05.30	05:30:00	1.07555	1.07555	1.07503	1.07505	452	0	0
2022.05.30	05:45:00	1.07505	1.07506	1.07428	1.07454	554	0	0
2022.05.30	06:00:00	1.07454	1.07475	1.07414	1.07430	458	0	0
2022.05.30	06:15:00	1.07432	1.07441	1.07383	1.07395	462	0	0
2022.05.30	06:30:00	1.07395	1.07421	1.07375	1.07421	400	0	0
2022.05.30	06:45:00	1.07423	1.07465	1.07416	1.07447	513	0	0
2022.05.30	07:00:00	1.07447	1.07463	1.07423	1.07439	439	0	0
2022.05.30	07:15:00	1.07439	1.07477	1.07434	1.07463	453	0	0
2022.05.30	07:30:00	1.07464	1.07599	1.07462	1.07599	591	0	0
2022.05.30	07:45:00	1.07599	1.07601	1.07560	1.07576	391	0	0
2022.05.30	08:00:00	1.07577	1.07609	1.07555	1.07607	545	0	0
2022.05.30	08:15:00	1.07607	1.07607	1.07555	1.07555	528	0	0
2022.05.30	08:30:00	1.07553	1.07578	1.07541	1.07566	555	0	0
2022.05.30	08:45:00	1.07568	1.07601	1.07512	1.07535	690	0	0
2022.05.30	09:00:00	1.07535	1.07654	1.07522	1.07642	846	0	0
2022.05.30	09:15:00	1.07644	1.07645	1.07543	1.07619	815	0	0
2022.05.30	09:30:00	1.07620	1.07700	1.07604	1.07619	867	0	0
2022.05.30	09:45:00	1.07619	1.07629	1.07512	1.07540	921	0	0
2022.05.30	10:00:00	1.07540	1.07584	1.07511	1.07539	1196	0	0
2022.05.30	10:15:00	1.07539	1.07553	1.07447	1.07527	939	0	0
2022.05.30	10:30:00	1.07527	1.07600	1.07506	1.07574	773	0	0
2022.05.30	10:45:00	1.07573	1.07578	1.07404	1.07428	881	0	0
2022.05.30	11:00:00	1.07434	1.07529	1.07422	1.07529	1042	0	0
2022.05.30	11:15:00	1.07528	1.07528	1.07404	1.07420	859	0	0
2022.05.30	11:30:00	1.07420	1.07574	1.07420	1.07552	893	0	0
2022.05.30	11:45:00	1.07552	1.07640	1.07510	1.07633	721	0	0
2022.05.30	12:00:00	1.07633	1.07701	1.07612	1.07658	1042	0	0
2022.05.30	12:15:00	1.07658	1.07671	1.07612	1.07669	768	0	0
2022.05.30	12:30:00	1.07670	1.07695	1.07626	1.07647	580	0	0
2022.05.30	12:45:00	1.07646	1.07682	1.07633	1.07659	636	0	0
2022.05.30	13:00:00	1.07658	1.07659	1.07610	1.07616	529	0	0
2022.05.30	13:15:00	1.07616	1.07623	1.07570	1.07611	555	0	0
2022.05.30	13:30:00	1.07612	1.07746	1.07597	1.07736	768	0	0
2022.05.30	13:45:00	1.07736	1.07753	1.07695	1.07752	732	0	0
2022.05.30	14:00:00	1.07750	1.07806	1.07749	1.07768	705	0	0
2022.05.30	14:15:00	1.07768	1.07772	1.07707	1.07708	663	0	0
2022.05.30	14:30:00	1.07708	1.07718	1.07650	1.07659	402	0	0
2022.05.30	14:45:00	1.07659	1.07760	1.07645	1.07666	753	0	0
2022.05.30	15:00:00	1.07668	1.07710	1.07629	1.07633	802	0	0
2022.05.30	15:15:00	1.07632	1.07643	1.07564	1.07572	762	0	0
2022.05.30	15:30:00	1.07572	1.07597	1.07484	1.07519	801	0	0
2022.05.30	15:45:00	1.07520	1.07584	1.07512	1.07526	676	0	0
2022.05.30	16:00:00	1.07527	1.07602	1.07506	1.07598	721	0	0
2022.05.30	16:15:00	1.07600	1.07630	1.07588	1.07628	622	0	0
2022.05.30	16:30:00	1.07628	1.07660	1.07619	1.07638	708	0	0
2022.05.30	16:45:00	1.07638	1.07718	1.07621	1.07713	670	0	0
2022.05.30	17:00:00	1.07713	1.07752	1.07683	1.07734	908	0	0
2022.05.30	17:15:00	1.07733	1.07750	1.07662	1.07704	644	0	0
2022.05.30	17:30:00	1.07706	1.07733	1.07675	1.07685	700	0	0
2022.05.30	17:45:00	1.07685	1.07824	1.07674	1.07812	1144	0	0
